Geneid	a10	a15	a16	a17	a18	a19	a20	a9
ENSMUSG00000097226	6	2	0	0	0	0	0	2
ENSMUSG00000039062	881	696	1250	896	1019	855	1348	1181
ENSMUSG00000108476	0	0	0	0	4	2	0	2
ENSMUSG00000063801	1593	1338	1525	1511	1429	1981	1911	1448
ENSMUSG00000097685	2	0	0	0	2	2	0	0
ENSMUSG00000097699	6	2	6	4	8	10	12	8
ENSMUSG00000108350	425	440	388	427	457	505	478	300
ENSMUSG00000019539	1071	827	751	758	578	1059	1363	900
ENSMUSG00000109947	1	0	0	0	0	2	0	1
ENSMUSG00000039043	2113	3150	3309	2994	3276	2292	2757	1656
ENSMUSG00002076150	0	0	0	0	0	0	0	0
ENSMUSG00000040525	2874	3317	3007	3068	3178	2463	2649	2850
ENSMUSG00000003420	2967	1645	1809	1537	1147	3344	3761	2364
ENSMUSG00000065495	0	0	0	0	0	0	0	0
ENSMUSG00000038244	5883	3268	4197	3709	3713	5267	6663	5392
ENSMUSG00000110279	33	32	41	38	41	18	29	32
ENSMUSG00000070369	3	5	11	27	4	3	3	2
ENSMUSG00000035545	11603	2418	4557	4321	4442	6810	7703	8970
ENSMUSG00000053175	1739	5410	5938	4640	6150	1433	1779	1786
ENSMUSG00000108531	0	0	0	0	0	0	0	0
ENSMUSG00000087206	5	0	3	2	9	0	3	5
ENSMUSG00000108354	0	0	0	0	1	0	0	0
ENSMUSG00000043432	794	707	694	618	752	771	857	724
ENSMUSG00000087593	23	32	28	31	42	21	22	26
ENSMUSG00000109424	9	5	6	13	11	10	13	7
ENSMUSG00000092216	3	1	5	4	6	7	7	9
ENSMUSG00000030785	8	17	8	10	5	4	12	2
ENSMUSG00000108604	0	2	4	0	8	0	0	0
ENSMUSG00000063838	4020	3922	3844	3431	3773	3588	3936	3070
ENSMUSG00000062944	195	194	216	207	202	258	336	227
ENSMUSG00000003429	7613	11018	9884	9418	10591	8022	11025	6137
ENSMUSG00000082782	0	0	0	2	0	0	0	0
ENSMUSG00000108641	0	0	0	0	0	0	0	0
ENSMUSG00000064767	0	0	0	0	0	0	0	0
ENSMUSG00000083309	0	0	0	0	0	1	0	0
ENSMUSG00000014686	3	8	19	5	11	3	2	8
ENSMUSG00000109214	0	0	2	0	0	0	0	0
ENSMUSG00000070873	62	126	217	150	141	56	68	64
ENSMUSG00000082042	0	0	0	0	0	0	0	0
ENSMUSG00000048897	2148	2554	3182	2677	3136	2108	2296	1774
ENSMUSG00000042178	1067	974	1159	1121	1037	1255	1244	774
ENSMUSG00000081723	14	153	345	295	274	4	4	10
ENSMUSG00000108743	0	0	0	0	0	0	0	0
ENSMUSG00000108365	0	2	0	0	4	0	0	4
ENSMUSG00000108714	15	3	9	6	1	5	10	18
ENSMUSG00000049848	0	4	6	4	4	0	2	2
ENSMUSG00000108655	54	15	19	17	34	26	25	86
ENSMUSG00000108942	0	0	0	0	0	0	4	0
ENSMUSG00000062524	14	19	28	22	14	14	8	3
ENSMUSG00000108667	0	0	0	0	0	0	0	0
ENSMUSG00000030770	7093	3910	4544	4126	3811	6807	8794	5377
ENSMUSG00000085049	18	8	0	0	0	4	6	2
ENSMUSG00000040511	1008	970	1086	958	1125	656	977	820
ENSMUSG00000085945	31	5	6	2	4	10	20	22
ENSMUSG00000093002	0	0	0	0	0	0	0	0
ENSMUSG00000089886	15	1	8	11	13	21	15	27
ENSMUSG00000090075	0	0	0	0	1	4	0	0
ENSMUSG00000109611	0	0	0	0	0	0	0	0
ENSMUSG00000078810	46	4	14	7	2	42	58	6
ENSMUSG00002075133	0	0	0	0	0	0	0	0
ENSMUSG00002076192	0	0	0	0	0	0	0	0
ENSMUSG00000108761	6	2	0	0	0	2	0	0
ENSMUSG00000040498	567	425	394	295	349	468	952	386
ENSMUSG00000030541	5107	4550	4408	4703	4293	5380	6495	4548
ENSMUSG00000109281	2	2	0	2	0	0	4	2
ENSMUSG00000070778	0	0	0	0	0	0	0	0
ENSMUSG00000108494	0	0	4	2	0	4	1	0
ENSMUSG00000108757	0	0	0	0	0	0	0	0
ENSMUSG00000008435	1191	1296	1407	1215	1241	1074	1229	1139
ENSMUSG00002076796	0	0	0	0	0	0	0	0
ENSMUSG00000091177	4	0	2	1	0	4	9	1
ENSMUSG00000070777	5893	5105	7590	5597	4738	5729	6511	4091
ENSMUSG00000048078	563	48	55	72	30	648	983	295
ENSMUSG00000060508	1710	428	843	595	584	1190	1429	1173
ENSMUSG00000119136	0	0	0	0	0	0	0	1
ENSMUSG00000109103	0	0	0	0	0	0	0	2
ENSMUSG00000030539	2771	1987	2537	2095	2065	2645	3621	2886
ENSMUSG00000108528	2	8	1	0	6	2	0	4
ENSMUSG00000095201	4	4	6	0	0	10	0	4
ENSMUSG00000076143	0	0	0	0	0	0	0	0
ENSMUSG00000099030	0	0	0	0	0	0	0	0
ENSMUSG00000096152	0	0	0	0	0	0	0	0
ENSMUSG00000108389	8	0	4	4	6	0	2	8
ENSMUSG00000085751	0	0	0	0	0	0	0	0
ENSMUSG00000082780	0	0	0	0	0	0	0	0
ENSMUSG00000096164	0	0	0	0	0	0	0	0
ENSMUSG00000085792	0	0	0	0	0	0	0	0
ENSMUSG00000053049	11	8	0	0	2	8	10	4
ENSMUSG00000094011	0	0	0	0	0	0	0	0
ENSMUSG00000085443	0	0	2	0	0	0	4	4
ENSMUSG00000109240	0	0	0	0	0	0	0	0
ENSMUSG00000108635	0	0	2	0	0	0	1	0
ENSMUSG00002076783	0	0	0	0	0	0	0	0
ENSMUSG00000094735	0	0	0	0	0	0	0	0
ENSMUSG00000094298	0	0	0	0	0	0	0	0
ENSMUSG00000085560	0	0	0	0	0	2	4	0
ENSMUSG00000087980	0	0	0	0	0	0	0	0
ENSMUSG00000094757	0	0	0	0	0	0	0	0
ENSMUSG00000109360	0	0	0	0	0	0	0	0
ENSMUSG00000109166	0	0	0	0	0	0	0	0
ENSMUSG00000109019	0	0	0	0	0	0	0	0
ENSMUSG00000108843	0	0	0	0	0	0	0	0
ENSMUSG00000095745	0	0	0	0	0	0	0	0
ENSMUSG00000094160	0	0	0	0	0	0	0	0
ENSMUSG00000095806	0	0	0	0	0	0	0	0
ENSMUSG00000096386	0	0	0	0	0	0	0	0
ENSMUSG00000074129	397	703	619	625	811	364	429	326
ENSMUSG00000094545	0	0	0	0	0	0	0	0
ENSMUSG00000094762	0	0	0	0	0	0	0	0
ENSMUSG00000089989	0	0	0	0	0	0	0	0
ENSMUSG00000065818	4	13	10	8	4	4	11	5
ENSMUSG00000096663	0	0	0	0	0	0	0	0
ENSMUSG00000065878	0	0	3	1	1	2	1	1
ENSMUSG00002076766	0	0	0	0	0	0	0	0
ENSMUSG00000105913	0	0	0	0	0	0	0	0
ENSMUSG00000096903	0	0	0	0	0	0	0	0
ENSMUSG00000065219	3	4	3	10	10	1	3	6
ENSMUSG00000096761	0	0	0	0	0	0	0	0
ENSMUSG00000095837	0	0	0	0	0	0	0	0
ENSMUSG00000109060	0	0	0	0	0	0	0	0
ENSMUSG00000109469	0	0	0	0	0	0	0	0
ENSMUSG00000095275	0	0	0	0	0	0	0	0
ENSMUSG00000092487	0	0	0	0	0	0	0	0
ENSMUSG00000095768	0	0	0	0	0	0	0	0
ENSMUSG00000109138	0	0	0	0	0	0	0	0
ENSMUSG00000018995	412	541	572	650	613	502	540	460
ENSMUSG00000095190	0	0	0	0	0	0	0	0
ENSMUSG00000108834	0	0	0	0	0	0	0	0
ENSMUSG00000094284	0	0	0	0	0	0	0	0
ENSMUSG00000030538	5712	9535	8327	7986	8490	5721	6860	5264
ENSMUSG00000050973	848	398	527	415	416	587	831	709
ENSMUSG00000082954	0	0	0	0	0	0	2	0
ENSMUSG00000006154	309	117	132	122	118	384	444	213
ENSMUSG00000004508	1219	1013	1540	1178	1222	1186	1274	828
ENSMUSG00000091638	0	0	0	0	0	0	0	0
ENSMUSG00000094085	0	0	0	0	0	0	0	0
ENSMUSG00000091435	0	0	0	0	0	0	0	0
ENSMUSG00000095973	0	0	0	0	0	0	0	0
ENSMUSG00000096737	0	0	0	0	0	0	0	0
ENSMUSG00000035713	518	138	136	171	143	312	316	774
ENSMUSG00000094589	0	0	0	0	0	0	0	0
ENSMUSG00000099623	0	0	0	0	0	0	0	0
ENSMUSG00000045467	35	18	3	4	0	46	22	29
ENSMUSG00000044952	578	294	368	276	276	502	577	638
ENSMUSG00000109272	0	0	0	0	0	0	0	0
ENSMUSG00000094010	0	0	0	0	0	0	0	0
ENSMUSG00000094501	0	0	0	0	0	0	0	0
ENSMUSG00000093986	0	0	0	0	0	0	0	0
ENSMUSG00000092616	0	0	0	0	0	0	0	0
ENSMUSG00000094680	0	0	0	0	0	0	0	0
ENSMUSG00000047084	1249	1008	876	765	937	1218	1352	1220
ENSMUSG00000110206	226	76	104	93	111	140	173	207
ENSMUSG00000094001	0	0	0	0	0	0	0	0
ENSMUSG00000035704	477	846	956	902	1086	591	818	467
ENSMUSG00000030782	3244	1163	1185	1273	1018	3589	3806	3117
ENSMUSG00000030647	2192	2875	2924	2507	3015	2009	2036	1817
ENSMUSG00000083974	0	0	6	2	0	2	2	0
ENSMUSG00000019254	5005	2712	2841	2711	3006	3960	4850	4578
ENSMUSG00000035686	298	192	62	24	54	272	244	298
ENSMUSG00000051727	833	362	303	312	266	987	892	362
ENSMUSG00000101280	0	0	0	0	0	0	0	0
ENSMUSG00000109557	0	0	0	0	0	0	0	0
ENSMUSG00000109276	0	0	0	0	0	0	0	0
ENSMUSG00000096513	0	0	0	0	0	0	0	0
ENSMUSG00000096760	0	0	0	0	0	0	0	0
ENSMUSG00000109569	0	0	0	0	0	0	0	0
ENSMUSG00000095064	0	0	0	0	0	0	0	0
ENSMUSG00000095191	0	0	0	0	0	0	0	0
ENSMUSG00000092506	0	0	0	0	0	0	0	0
ENSMUSG00000109092	0	0	0	0	0	0	0	0
ENSMUSG00000095976	0	0	0	0	0	0	0	0
ENSMUSG00000108853	0	0	0	0	0	0	0	0
ENSMUSG00000109405	0	0	0	0	0	0	0	0
ENSMUSG00000095962	0	0	0	0	0	0	0	0
ENSMUSG00000095287	0	0	0	0	0	0	0	0
ENSMUSG00000095163	0	0	0	0	0	0	0	0
ENSMUSG00000109263	0	0	0	0	0	0	0	0
ENSMUSG00000096283	0	0	0	0	0	0	0	0
ENSMUSG00000109041	0	0	0	0	0	0	0	0
ENSMUSG00000074311	0	0	0	0	0	0	0	0
ENSMUSG00000096304	0	0	0	0	0	0	0	0
ENSMUSG00000096348	0	0	0	0	0	0	0	0
ENSMUSG00000095273	0	0	0	0	0	0	0	0
ENSMUSG00000030534	628	312	555	444	471	699	667	700
ENSMUSG00000096071	0	0	0	0	0	0	0	0
ENSMUSG00000094981	0	0	0	0	0	0	0	0
ENSMUSG00000025133	1555	1329	1362	1443	1353	1774	2241	1206
ENSMUSG00000094149	0	0	0	0	0	0	0	0
ENSMUSG00000109411	0	0	0	0	0	0	0	0
ENSMUSG00000030781	0	0	0	1	0	2	0	0
ENSMUSG00000007833	2006	2507	3199	2655	2251	2000	2340	1886
ENSMUSG00000101948	0	0	0	0	0	0	0	0
ENSMUSG00000065360	2	0	0	0	0	0	1	2
ENSMUSG00000109444	0	0	0	0	0	0	0	0
ENSMUSG00000108944	0	0	0	0	0	0	0	0
ENSMUSG00000093871	0	0	0	0	0	0	0	0
ENSMUSG00000095816	0	0	0	0	0	0	0	0
ENSMUSG00000093917	0	0	0	0	0	0	0	0
ENSMUSG00000095543	0	0	0	0	0	0	0	0
ENSMUSG00000094542	0	0	0	0	0	0	0	0
ENSMUSG00000096871	0	0	0	0	0	0	0	0
ENSMUSG00000093853	0	0	0	0	0	0	0	0
ENSMUSG00000095383	0	0	0	0	0	0	0	0
ENSMUSG00000094748	0	0	0	0	0	0	0	0
ENSMUSG00000095984	0	0	0	0	0	0	0	0
ENSMUSG00000109043	0	0	0	0	0	0	0	0
ENSMUSG00000109396	0	0	0	0	0	0	0	0
ENSMUSG00000109567	0	0	0	0	0	0	0	0
ENSMUSG00000109247	0	0	0	0	0	0	0	0
ENSMUSG00000094905	0	0	0	0	0	0	0	0
ENSMUSG00000092547	0	0	0	0	0	0	0	0
ENSMUSG00000038930	349	115	157	164	155	250	329	298
ENSMUSG00000095081	0	0	0	0	0	0	0	0
ENSMUSG00000109169	0	0	0	0	0	0	0	0
ENSMUSG00000095363	0	0	0	0	0	0	0	0
ENSMUSG00000109546	0	0	0	0	0	0	0	0
ENSMUSG00000095619	0	0	0	0	0	0	0	0
ENSMUSG00000094700	0	0	0	0	0	0	0	0
ENSMUSG00000100654	0	0	0	0	0	0	0	0
ENSMUSG00000095931	0	0	0	0	0	0	0	0
ENSMUSG00000108922	0	0	0	0	0	0	0	0
ENSMUSG00000094931	0	0	0	0	0	0	0	0
ENSMUSG00000109514	0	0	0	0	0	0	0	0
ENSMUSG00000102023	0	0	0	0	0	0	0	0
ENSMUSG00000109072	0	0	0	0	0	0	0	0
ENSMUSG00000030780	1177	453	718	635	518	1225	1386	971
ENSMUSG00000109345	0	0	0	0	0	0	0	0
ENSMUSG00000035642	1056	619	668	626	314	1136	1029	1224
ENSMUSG00000092297	0	0	0	0	0	0	0	0
ENSMUSG00000093215	0	0	0	0	0	0	0	0
ENSMUSG00000108608	0	2	0	0	0	0	0	0
ENSMUSG00000094532	0	0	0	0	0	0	0	0
ENSMUSG00000108636	0	0	0	0	0	0	0	0
ENSMUSG00000094934	0	0	0	0	0	0	0	0
ENSMUSG00000096601	0	0	0	0	0	0	0	0
ENSMUSG00000094684	0	0	0	0	0	0	0	0
ENSMUSG00000109098	0	0	0	0	0	0	0	0
ENSMUSG00000095683	0	0	0	0	0	0	0	0
ENSMUSG00000109085	0	0	0	0	0	0	0	0
ENSMUSG00000109535	0	0	0	0	0	0	0	0
ENSMUSG00000030844	707	547	578	536	553	720	918	608
ENSMUSG00000095358	0	0	0	0	0	0	0	0
ENSMUSG00000084964	8	2	7	3	3	6	10	1
ENSMUSG00000092462	0	0	0	0	0	0	0	0
ENSMUSG00000096073	0	0	0	0	0	0	0	0
ENSMUSG00000003423	945	1290	1218	1161	1271	1069	1120	925
ENSMUSG00000109024	0	0	0	0	0	0	0	0
ENSMUSG00000094682	0	0	0	0	0	0	0	0
ENSMUSG00000109425	0	0	0	0	0	0	0	0
ENSMUSG00000035623	1946	767	1167	827	970	1891	2290	1777
ENSMUSG00000108405	0	0	0	0	0	0	3	2
ENSMUSG00000108442	0	0	0	2	4	0	1	2
ENSMUSG00000086433	1	0	0	0	0	0	0	0
ENSMUSG00000045693	0	0	0	0	0	0	0	0
ENSMUSG00000109325	258	264	248	221	231	259	288	224
ENSMUSG00000030589	99	247	200	271	310	111	126	132
ENSMUSG00000090009	0	0	0	1	0	0	0	1
ENSMUSG00000055320	2846	1378	2102	1697	1888	2865	3577	2835
ENSMUSG00000070570	4	0	4	10	2	6	4	8
ENSMUSG00000106470	0	0	0	0	0	0	0	0
ENSMUSG00002076860	0	0	0	0	0	0	0	0
ENSMUSG00000095276	0	0	0	0	0	0	0	0
ENSMUSG00000098132	134	26	60	46	56	129	120	330
ENSMUSG00000110109	0	0	0	0	0	0	0	0
ENSMUSG00000038300	0	0	0	0	0	0	0	0
ENSMUSG00000110207	0	0	0	0	0	0	2	0
ENSMUSG00000110009	0	0	2	2	2	0	0	2
ENSMUSG00002075356	0	0	0	0	0	0	0	0
ENSMUSG00000030590	1464	792	1055	765	783	1023	1278	1058
ENSMUSG00000099098	24	18	24	20	15	42	35	26
ENSMUSG00000038292	0	2	1	0	0	8	2	12
ENSMUSG00000037239	248	71	81	102	69	180	199	223
ENSMUSG00000030792	28	40	50	44	66	46	84	15
ENSMUSG00000031493	90	11	37	35	19	44	60	44
ENSMUSG00000030774	3089	4548	5290	4404	5348	3154	4221	2659
ENSMUSG00000108424	0	0	0	0	0	0	0	0
ENSMUSG00000035582	0	0	0	0	0	0	0	0
ENSMUSG00000030846	2963	2250	2534	2333	2520	2980	3089	2424
ENSMUSG00000030591	4909	6280	5772	5736	6109	5035	6320	4584
ENSMUSG00002075535	0	0	0	0	0	0	0	0
ENSMUSG00000030847	2752	2256	2850	2121	2768	2245	2893	2136
ENSMUSG00000108614	33	4	14	7	9	10	19	35
ENSMUSG00000108795	0	0	0	0	0	0	0	0
ENSMUSG00000096557	0	2	0	0	0	0	0	0
ENSMUSG00000038943	1106	1568	2195	1792	2331	1165	1527	929
ENSMUSG00000064179	32	90	78	114	104	94	62	59
ENSMUSG00000030796	324	501	394	430	392	366	494	286
ENSMUSG00000035458	24	21	51	31	42	13	32	45
ENSMUSG00000042105	795	466	540	493	472	789	929	689
ENSMUSG00000107062	0	0	0	0	0	0	0	0
ENSMUSG00000055809	63	89	103	80	100	29	74	58
ENSMUSG00000081339	1	0	1	0	0	0	7	1
ENSMUSG00000085725	0	0	2	4	2	1	3	0
ENSMUSG00000004961	182	54	102	68	119	195	213	172
ENSMUSG00000048170	3074	2318	2999	2782	2842	3046	4145	2978
ENSMUSG00000108388	2	2	0	0	0	2	0	4
ENSMUSG00000015721	0	0	0	0	0	0	0	0
ENSMUSG00000108648	0	0	0	0	0	0	0	1
ENSMUSG00002075186	1	0	0	6	1	0	2	1
ENSMUSG00000030533	2532	2149	2252	2027	2018	2524	3438	2287
ENSMUSG00000108720	0	0	0	0	2	0	1	0
ENSMUSG00000030798	182	446	492	474	611	213	179	511
ENSMUSG00002074893	0	0	0	0	0	0	0	0
ENSMUSG00000108946	0	0	0	0	0	0	0	0
ENSMUSG00000109477	0	0	0	0	0	0	0	0
ENSMUSG00000092496	0	0	0	0	0	0	0	0
ENSMUSG00000090715	0	0	0	0	0	0	0	0
ENSMUSG00000108936	0	0	0	0	0	0	0	0
ENSMUSG00000109182	0	0	0	0	0	0	0	0
ENSMUSG00000094152	0	0	0	0	0	0	0	0
ENSMUSG00000035429	6106	6672	8420	6523	7214	4397	5190	6690
ENSMUSG00000055116	2402	1221	1401	1574	1441	2625	3497	2387
ENSMUSG00000088281	0	0	0	0	0	0	0	0
ENSMUSG00002076519	0	0	0	0	0	0	2	2
ENSMUSG00000074291	0	0	0	0	0	0	0	0
ENSMUSG00000108392	0	0	0	0	0	0	0	0
ENSMUSG00000108582	0	0	0	0	0	0	0	0
ENSMUSG00000108320	2	0	2	1	4	3	3	1
ENSMUSG00000109959	4	0	2	2	0	0	1	1
ENSMUSG00000094602	0	0	0	0	0	0	0	0
ENSMUSG00000094187	0	0	0	0	0	0	0	0
ENSMUSG00000045282	160	72	86	108	127	103	145	149
ENSMUSG00000055319	2074	2084	2553	2163	2389	2082	2818	1763
ENSMUSG00002076334	2	2	0	0	2	0	0	1
ENSMUSG00000108600	0	0	0	0	0	0	0	0
ENSMUSG00000030532	87	65	47	53	56	84	87	62
ENSMUSG00002075006	0	0	0	0	0	0	0	0
ENSMUSG00000108540	0	0	0	0	0	0	0	0
ENSMUSG00000049676	37	14	26	16	14	26	40	42
ENSMUSG00000108785	0	0	0	0	0	0	0	0
ENSMUSG00000062483	0	0	0	0	0	0	0	0
ENSMUSG00000061115	0	0	1	0	0	2	0	0
ENSMUSG00000035523	0	0	0	0	0	0	0	0
ENSMUSG00000070568	0	0	0	0	2	0	0	0
ENSMUSG00000046410	3899	4287	4909	4130	3678	4346	5004	2616
ENSMUSG00000038187	695	608	812	764	777	509	702	720
ENSMUSG00000115021	0	0	0	0	0	0	0	0
ENSMUSG00000082183	2	6	0	2	1	5	4	2
ENSMUSG00000059077	0	0	0	0	0	0	0	0
ENSMUSG00000070366	0	0	2	4	2	16	2	1
ENSMUSG00000110262	0	0	0	0	0	0	0	0
ENSMUSG00000090411	0	0	0	0	0	0	0	0
ENSMUSG00000109779	0	0	0	0	0	0	0	0
ENSMUSG00000092629	0	0	0	0	0	0	0	0
ENSMUSG00000109318	0	0	0	0	0	0	0	0
ENSMUSG00000109310	0	0	0	0	2	0	0	0
ENSMUSG00000095632	0	0	0	0	0	0	0	0
ENSMUSG00000052296	6945	5628	6786	5825	5824	7207	8431	6506
ENSMUSG00000108571	7	0	3	0	6	5	0	18
ENSMUSG00000096859	0	0	0	0	0	0	0	0
ENSMUSG00000057513	0	0	0	0	0	0	0	0
ENSMUSG00000109210	0	0	0	0	0	0	0	0
ENSMUSG00000062598	0	0	0	0	0	0	0	0
ENSMUSG00000046924	0	0	0	0	0	0	0	0
ENSMUSG00000092473	0	0	0	0	0	0	0	0
ENSMUSG00000109065	0	0	0	0	0	0	0	0
ENSMUSG00000063802	887	1635	1506	1426	1743	926	1188	917
ENSMUSG00000097425	0	0	0	6	2	0	0	0
ENSMUSG00000092456	0	0	0	0	0	0	0	0
ENSMUSG00000042055	2470	2045	2686	2221	2122	2617	3425	2498
ENSMUSG00000108580	2	0	0	0	0	0	0	0
ENSMUSG00000108481	0	0	0	0	0	0	0	2
ENSMUSG00000030588	1090	642	697	667	675	996	1249	790
ENSMUSG00000118318	0	0	0	0	0	0	0	0
ENSMUSG00000108576	0	0	0	0	0	0	0	0
ENSMUSG00000108613	2	0	0	0	0	8	0	0
ENSMUSG00000108504	8	2	0	2	0	5	9	8
ENSMUSG00000095331	0	0	0	0	0	0	0	0
ENSMUSG00000065763	0	0	0	0	0	0	0	0
ENSMUSG00000108960	0	0	2	0	0	0	0	0
ENSMUSG00000038886	1780	779	1080	954	788	1726	2111	1683
ENSMUSG00000030587	10310	9054	8627	8462	7761	12097	11933	10465
ENSMUSG00000057101	1366	787	980	815	895	1196	1445	1073
ENSMUSG00000052675	115	36	39	52	29	128	150	57
ENSMUSG00000108703	0	0	0	0	0	0	0	0
ENSMUSG00000038260	9936	4261	6355	4988	2886	8631	8109	8270
ENSMUSG00000047603	410	193	230	182	170	397	347	362
ENSMUSG00000046721	95	128	104	128	88	79	139	72
ENSMUSG00000074227	44760	37177	34656	32409	28908	45939	54547	42091
ENSMUSG00000068962	14	8	8	0	4	17	28	17
ENSMUSG00000038239	195	29	74	32	11	110	110	158
ENSMUSG00000037166	1463	695	651	526	546	1567	1944	1451
ENSMUSG00000030759	8129	4483	5828	5291	5322	7859	10284	7322
ENSMUSG00000087598	444	269	406	353	273	673	800	465
ENSMUSG00000108361	0	0	0	0	0	0	0	0
ENSMUSG00000084984	91	16	35	14	32	76	71	100
ENSMUSG00000074283	147	82	103	68	96	205	230	148
ENSMUSG00000109968	0	0	0	0	0	0	0	0
ENSMUSG00002075897	0	0	0	0	0	0	0	0
ENSMUSG00000073862	0	0	0	0	0	0	3	0
ENSMUSG00000101755	0	0	0	0	0	0	0	0
ENSMUSG00000035390	337	104	150	124	125	279	269	321
ENSMUSG00000030486	98	34	41	42	22	129	118	98
ENSMUSG00000038156	486	1016	1232	1181	1140	644	901	391
ENSMUSG00000055305	182	94	116	96	100	267	341	200
ENSMUSG00000118477	0	0	0	0	0	0	0	0
ENSMUSG00000046456	629	1398	1550	1198	1398	554	576	621
ENSMUSG00000118444	0	0	0	0	0	0	0	0
ENSMUSG00000088575	0	0	0	0	0	0	0	0
ENSMUSG00000055723	2409	1824	1565	1619	1875	2107	2112	2712
ENSMUSG00000053158	623	1485	1532	1586	1840	630	839	485
ENSMUSG00000110248	0	0	0	0	1	0	2	3
ENSMUSG00000110407	0	0	2	1	0	0	0	0
ENSMUSG00000050605	245	122	110	122	121	243	274	177
ENSMUSG00000030754	8386	6246	8417	7269	7563	8654	11017	6873
ENSMUSG00000074282	147	54	58	70	49	157	185	70
ENSMUSG00000108567	0	0	0	0	0	0	0	0
ENSMUSG00000082802	0	0	0	0	0	0	0	0
ENSMUSG00000118562	0	0	0	0	0	0	0	0
ENSMUSG00000055826	0	0	0	0	0	2	6	0
ENSMUSG00000030751	4535	9345	8865	8661	10762	4512	5509	4360
ENSMUSG00002075347	0	0	0	0	0	0	0	0
ENSMUSG00000030584	35	11	14	13	4	22	18	23
ENSMUSG00000030484	0	0	0	0	0	0	0	0
ENSMUSG00000109351	0	0	0	0	0	0	0	0
ENSMUSG00000030530	4254	4759	5832	5259	5664	4657	5016	4019
ENSMUSG00000030671	1034	659	638	673	721	1032	1237	963
ENSMUSG00000108436	2	4	12	8	0	4	3	2
ENSMUSG00000059851	3421	1818	2090	1638	1823	2503	2857	2678
ENSMUSG00000081664	4	0	2	2	2	0	0	0
ENSMUSG00000003863	2612	1656	1927	1260	888	2172	2114	2430
ENSMUSG00000091510	0	2	0	2	0	10	5	1
ENSMUSG00000054342	1695	1205	1472	1417	1708	1679	2509	1174
ENSMUSG00000030670	76	35	50	84	73	101	80	48
ENSMUSG00000003872	73	11	19	11	8	25	34	30
ENSMUSG00000110070	2	0	2	2	0	3	1	1
ENSMUSG00000051811	218	122	110	134	92	184	152	112
ENSMUSG00000092518	0	0	0	0	0	0	0	0
ENSMUSG00000004371	16	441	377	343	329	9	9	14
ENSMUSG00000013091	25	42	90	79	81	35	58	41
ENSMUSG00000002210	1107	904	940	1015	1093	1018	1364	903
ENSMUSG00000030528	211	443	566	607	591	311	495	252
ENSMUSG00000030431	1603	2052	1750	2016	2511	1543	1736	1323
ENSMUSG00000091989	2	8	12	6	18	26	6	4
ENSMUSG00000062028	37	4	5	13	10	17	39	3
ENSMUSG00000030669	0	2	3	0	8	9	2	2
ENSMUSG00000108360	0	0	0	0	0	0	0	0
ENSMUSG00000030432	15850	20296	19415	17500	20470	15823	18731	12429
ENSMUSG00000030583	6051	3205	5099	3716	3591	6499	8976	5501
ENSMUSG00000074224	0	0	2	0	0	0	0	0
ENSMUSG00000046958	0	0	0	0	0	0	0	2
ENSMUSG00000100400	0	0	0	0	0	0	0	0
ENSMUSG00000060860	2325	5242	4732	4820	6236	2099	2698	2007
ENSMUSG00000100111	0	0	0	0	0	0	0	0
ENSMUSG00002075405	0	0	0	0	0	0	0	0
ENSMUSG00000030527	959	722	1072	792	734	1097	1362	965
ENSMUSG00000108643	1	0	2	0	0	2	0	1
ENSMUSG00000084821	2	8	8	18	2	0	2	2
ENSMUSG00000046223	383	2737	1759	2088	3139	247	297	257
ENSMUSG00000053550	187	70	66	82	40	165	231	200
ENSMUSG00000052605	639	417	362	340	240	683	817	545
ENSMUSG00000054793	463	217	177	214	142	264	372	586
ENSMUSG00000086784	1533	597	744	656	537	1199	1357	2190
ENSMUSG00000110221	8	0	0	0	6	0	4	0
ENSMUSG00000109441	0	0	0	0	0	0	0	0
ENSMUSG00000108840	0	0	0	0	0	0	0	0
ENSMUSG00000064264	77	119	94	107	103	70	109	70
ENSMUSG00000117477	0	0	0	1	1	0	1	0
ENSMUSG00000118544	5	11	3	5	3	10	12	3
ENSMUSG00000074406	868	590	873	678	734	1011	1166	921
ENSMUSG00000041037	2334	1222	1863	1162	1252	1825	2175	1859
ENSMUSG00000011632	0	0	0	0	2	4	2	4
ENSMUSG00000035285	275	60	77	99	70	279	238	227
ENSMUSG00000063511	9351	5603	6674	6335	6879	6812	7355	7842
ENSMUSG00002076924	32	5	18	13	14	23	12	38
ENSMUSG00000038201	2	12	4	10	0	2	2	2
ENSMUSG00000035279	719	371	505	371	272	804	831	568
ENSMUSG00000074121	8	38	10	12	6	20	16	8
ENSMUSG00000108379	0	2	8	0	3	2	0	0
ENSMUSG00000118462	0	0	0	0	0	0	0	0
ENSMUSG00000030433	0	0	0	0	0	0	4	0
ENSMUSG00000100916	0	0	0	0	0	0	0	0
ENSMUSG00000108401	0	0	0	2	0	0	2	0
ENSMUSG00002076419	0	0	0	0	0	0	0	0
ENSMUSG00000085272	2	0	0	0	2	6	8	0
ENSMUSG00000030536	11646	9601	12924	10894	12555	12594	18973	10458
ENSMUSG00000051550	1137	253	300	323	353	789	906	878
ENSMUSG00000108321	2	1	3	2	2	0	1	3
ENSMUSG00000049123	2	0	0	0	0	0	0	0
