Geneid	Cb_1	Cb_3_1	Cb_4_1	Cb_5_1	Cb_6	Control_4	Control_5_1	Control_6_1	Control_7_1	Control_8_1	Ox_1_1	Ox_3_1	Ox_4	Ox_7	Ox_8
ENSMUSG00000076759	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076760	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076764	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
ENSMUSG00000105533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095387	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021913	44	16	26	6	18	75	87	53	69	84	67	74	117	64	46
ENSMUSG00000094023	0	4	0	0	0	0	0	0	0	2	0	0	0	0	0
ENSMUSG00000105920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000072473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115785	1	1	8	4	2	1	4	1	0	2	5	3	4	5	8
ENSMUSG00000105061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094974	29	36	53	29	34	27	68	66	52	32	47	43	124	58	98
ENSMUSG00000104714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096129	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021919	18	10	14	21	13	40	33	51	37	33	79	58	47	44	24
ENSMUSG00000095643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100241	54	38	36	28	72	86	92	70	76	82	153	176	489	270	190
ENSMUSG00000097794	4	8	2	2	0	8	2	6	2	0	11	16	8	4	3
ENSMUSG00000076796	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094619	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076802	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000054051	749	909	805	693	756	1050	1408	1006	1211	1014	855	675	708	413	546
ENSMUSG00000115281	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ENSMUSG00000096055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105194	5	4	7	0	5	3	3	4	2	3	3	3	2	1	5
ENSMUSG00000094413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096681	24	34	47	29	32	25	66	68	54	31	45	40	123	53	98
ENSMUSG00000105956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021767	626	584	913	537	570	2011	2858	2172	2684	2449	542	921	396	546	470
ENSMUSG00000096541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000063821	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000093801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000041730	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0
ENSMUSG00000071540	0	0	0	0	2	34	20	8	16	16	2	10	14	0	0
ENSMUSG00000101086	0	0	0	0	0	3	4	0	0	0	0	0	0	0	2
ENSMUSG00000106165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094231	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000041707	32	25	6	0	15	12	27	10	20	19	11	46	0	36	5
ENSMUSG00000095370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000078127	0	0	0	0	0	2	0	2	0	0	0	0	0	2	4
ENSMUSG00000105418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076822	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050666	34	32	38	22	25	105	115	145	136	150	64	76	61	136	90
ENSMUSG00000098236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076824	0	0	4	4	2	0	0	0	0	2	0	0	0	6	0
ENSMUSG00000105548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096908	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021768	14	11	10	9	11	13	12	11	5	20	30	12	7	8	24
ENSMUSG00000094766	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0
ENSMUSG00000105666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084940	1	0	1	4	0	2	2	2	0	2	0	1	0	0	0
ENSMUSG00000096900	0	0	0	0	2	0	0	0	0	4	0	0	0	0	2
ENSMUSG00000096149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096551	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106620	2	0	0	0	0	4	0	0	0	0	0	0	0	2	2
ENSMUSG00000096825	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076839	0	0	2	2	1	0	4	0	0	0	0	0	0	0	0
ENSMUSG00000076840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021770	2003	1667	1484	1778	1539	1318	1679	2033	1666	1652	2300	1871	1755	1201	1365
ENSMUSG00000065836	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000094016	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ENSMUSG00000104738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094966	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095958	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095711	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000051506	389	215	585	237	290	361	211	184	198	413	115	68	18	226	233
ENSMUSG00000105493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094828	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000096678	0	8	2	0	0	0	0	0	0	0	0	0	4	0	0
ENSMUSG00000096096	0	0	4	0	2	0	0	0	0	2	0	0	0	0	0
ENSMUSG00000104673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095607	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000095126	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000096138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076855	2	0	0	0	2	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000094562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094212	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000041673	4	0	1	0	4	18	9	13	20	7	4	4	18	2	0
ENSMUSG00000105090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115104	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
ENSMUSG00000105380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087666	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115523	0	0	0	0	0	0	0	0	0	0	0	4	0	0	2
ENSMUSG00000096397	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000076861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000086858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021771	25519	20811	19002	20005	21214	12468	14336	14033	12468	11542	14104	13078	18419	14095	16372
ENSMUSG00000106289	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0
ENSMUSG00000105823	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000104658	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076867	50	39	51	10	37	0	0	0	6	0	0	4	2	4	6
ENSMUSG00000096749	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00002075869	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSMUSG00000076870	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000063506	16	11	13	10	12	49	43	30	38	25	16	22	58	21	15
ENSMUSG00000106112	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
ENSMUSG00000115597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021773	204	121	147	158	201	109	120	75	106	115	96	124	70	176	160
ENSMUSG00000087639	0	0	2	2	0	10	0	0	2	6	2	2	1	0	0
ENSMUSG00000076871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090564	36	33	41	28	50	27	15	25	13	37	36	34	37	33	36
ENSMUSG00000114352	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0
ENSMUSG00000104876	4	8	8	8	10	11	7	7	6	12	8	4	15	3	26
ENSMUSG00000104232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000039081	206	236	294	178	222	432	686	489	536	540	212	508	1251	850	560
ENSMUSG00000090782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103160	0	4	12	10	6	24	20	9	20	22	1	34	4	14	10
ENSMUSG00000076874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000063458	2	14	24	9	12	6	26	18	14	8	28	39	6	30	18
ENSMUSG00000105216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002076409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114205	0	0	0	0	0	0	0	0	0	0	2	4	0	5	2
ENSMUSG00000076885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114412	0	0	0	0	0	0	0	0	0	4	0	3	0	0	0
ENSMUSG00000059827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114496	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000068680	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ENSMUSG00000076889	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ENSMUSG00000076890	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076892	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076897	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000076898	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076901	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0
ENSMUSG00000076902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000076903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076905	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076910	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076919	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076920	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000076921	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076925	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076927	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076928	105	50	89	42	55	11	0	16	0	25	11	11	2	12	52
ENSMUSG00000022174	6101	4197	4216	3526	4826	3011	3100	3075	3083	2828	4259	4604	4750	6806	6655
ENSMUSG00000021936	1178	983	1064	940	893	831	1022	925	983	898	1231	995	2068	777	849
ENSMUSG00000115248	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0
ENSMUSG00000115745	0	0	2	0	0	4	0	0	0	0	0	0	0	0	0
ENSMUSG00000108841	2	2	0	0	2	6	2	0	0	0	0	0	0	0	0
ENSMUSG00000040997	1843	1514	1642	1417	1586	2050	2335	1945	1980	1810	2727	2989	2604	2345	2316
ENSMUSG00000048153	0	2	0	0	0	2	0	0	0	2	2	2	29	0	2
ENSMUSG00000105703	4020	1611	1239	2198	3663	2542	3649	211	2295	1706	683	7750	700	4049	7081
ENSMUSG00000105294	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000105667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105501	0	0	6	0	0	0	0	2	2	0	4	8	0	0	20
ENSMUSG00000021940	0	2	0	0	0	4	4	0	0	6	0	0	0	4	0
ENSMUSG00000064446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115751	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ENSMUSG00000021943	20	15	74	10	28	396	278	196	360	239	26	292	160	633	52
ENSMUSG00000072625	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ENSMUSG00000041534	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSMUSG00000000959	2296	1816	2032	1708	2320	2505	2700	2348	2432	2361	2331	2139	2529	2152	2508
ENSMUSG00000044519	0	2	0	0	0	0	0	0	2	6	4	22	2	34	22
ENSMUSG00000000958	2373	1932	1763	1619	1831	1222	1277	1112	1217	1048	1532	1491	977	1027	1374
ENSMUSG00000115180	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0
ENSMUSG00000115101	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000048337	166	94	156	90	122	390	502	428	568	534	144	362	156	466	196
ENSMUSG00000078126	321	126	62	28	138	44	60	56	54	107	40	115	105	168	74
ENSMUSG00000115673	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000010406	2252	1573	1773	1390	1896	1386	1485	1482	1369	1220	1761	1951	2716	3144	3295
ENSMUSG00000071531	14	10	12	2	6	10	20	32	38	30	16	24	20	16	24
ENSMUSG00000115299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000000957	3892	3124	3338	2971	3219	3399	4244	3582	3687	3456	4895	4224	5026	5045	4931
ENSMUSG00000115270	2	2	2	2	2	8	8	0	8	8	0	6	17	4	6
ENSMUSG00000118894	0	0	0	0	0	4	0	2	0	2	0	0	0	0	3
ENSMUSG00000041479	28	18	25	10	26	87	165	108	160	112	40	56	34	58	26
ENSMUSG00000115767	23	17	25	25	39	53	38	30	29	18	32	28	25	2	23
ENSMUSG00000115124	5	6	5	11	14	13	18	6	15	9	2	4	2	4	10
ENSMUSG00000022175	14224	11408	11443	10685	11576	9823	10002	9923	9675	8618	9998	8400	12335	7145	9766
ENSMUSG00000041471	125	62	130	98	99	95	172	136	148	115	56	155	66	116	83
ENSMUSG00000115649	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0
ENSMUSG00000115183	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
ENSMUSG00000115214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022176	40	30	22	11	26	42	52	50	36	36	126	50	355	20	28
ENSMUSG00000021794	5346	4242	4635	3986	4946	5607	6589	5772	5842	5381	5109	5379	7356	4962	5585
ENSMUSG00000115431	16	12	8	8	14	12	10	3	8	10	11	29	4	28	23
ENSMUSG00000043681	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0
ENSMUSG00000023064	90	54	87	42	126	212	166	178	226	233	145	227	494	432	208
ENSMUSG00000023110	2459	1916	1665	1462	2138	1566	1527	1378	1326	1277	1921	1879	1547	2196	2633
ENSMUSG00000041445	244	138	265	216	264	378	465	554	508	408	331	382	213	334	198
ENSMUSG00000022177	621	496	607	405	683	431	530	533	592	358	454	617	279	948	1085
ENSMUSG00000022178	180	148	156	161	134	190	136	168	210	194	477	489	503	463	486
ENSMUSG00000064742	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021796	3581	3169	3156	3415	2741	3128	3702	3430	3619	3673	3840	3493	3034	2211	2479
ENSMUSG00000090779	12	3	6	0	0	0	2	0	2	3	3	4	4	0	1
ENSMUSG00000021797	2	1	2	0	1	2	2	2	2	0	2	0	1	0	0
ENSMUSG00000115582	1	0	0	0	0	0	2	0	0	2	2	0	0	0	0
ENSMUSG00000021798	829	635	691	808	718	580	905	840	874	743	570	709	368	690	550
ENSMUSG00000021799	0	0	0	0	0	0	0	0	1	0	0	2	2	0	0
ENSMUSG00000115509	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSMUSG00000115575	10	6	2	4	0	16	32	6	10	14	6	4	12	16	4
ENSMUSG00000115451	2	0	1	1	2	6	6	1	0	4	2	4	9	2	1
ENSMUSG00000041408	5097	4411	4346	4482	4170	3673	4604	4947	4316	4330	5470	4382	3950	2596	3557
ENSMUSG00000097310	5	2	9	0	0	4	12	2	2	13	11	34	7	6	4
ENSMUSG00000115109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000041078	6	2	2	22	10	19	8	6	18	8	6	22	58	22	18
